Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2,iteration
MOD+A+ASYM,0.0014429710430164512,0.8185407699637092,0.8047340894174696,0.0005658049876096945,0.8113724120860454,0.7970203130056358,0.0010043880153130728,0.8149565910248773,0.8008772012115527,85
MOD+A+ALIGN,0.0014429441143084462,0.8185441563536469,0.8047377334675113,0.0005523410192921451,0.8158610184488462,0.8018504437656062,0.0009976425668002957,0.8172025874012465,0.8032940886165587,85
PHYS-FULL,0.0014429441143084462,0.8185441563536469,0.8047377334675113,0.0004539231754334439,0.8486714759408983,0.8371573491103145,0.0009484336448709451,0.8336078161472726,0.8209475412889129,85
ORIG-BASE,0.0017327223139390285,0.7570698748705071,0.7385860610019588,0.0007226544242501866,0.7578645792835639,0.7394412320551395,0.0012276883690946075,0.7574672270770355,0.7390136465285491,86
PHYS-BASE,0.0017327223139390285,0.7570698748705071,0.7385860610019588,0.0007226544242501866,0.7578645792835639,0.7394412320551395,0.0012276883690946075,0.7574672270770355,0.7390136465285491,86
MOD,0.001548200685649531,0.7829400687780133,0.7664246392285143,0.0006397321753705462,0.7856488326492826,0.7693395046986846,0.0010939664305100387,0.784294450713648,0.7678820719635995,86
MOD+A,0.0015482006956899872,0.7829400673703271,0.7664246377137216,0.0006396866833887554,0.7856640753708111,0.7693559071925032,0.0010939436895393713,0.7843020713705691,0.7678902724531125,86
MOD+A+ASYM,0.0015482006956899872,0.7829400673703271,0.7664246377137216,0.0007759340253423625,0.7400125075420207,0.7202308505071745,0.0011620673605161748,0.7614762874561739,0.743327744110448,86
MOD+A+ALIGN,0.0015482006994982217,0.7829400668364073,0.7664246371391774,0.0005453138638556669,0.8172850017707988,0.8033827736446639,0.0010467572816769443,0.8001125343036031,0.7849037053919207,86
PHYS-FULL,0.0015482006994982217,0.7829400668364073,0.7664246371391774,0.0007151720136728516,0.760371665066642,0.7421390743651908,0.0011316863565855367,0.7716558659515247,0.7542818557521841,86
ORIG-BASE,0.0018263929633722952,0.7417171116567836,0.7220651527611041,0.0007215351521569934,0.7582940903669442,0.7399034233296465,0.0012739640577646442,0.7500056010118639,0.7309842880453753,87
PHYS-BASE,0.0018263929633722952,0.7417171116567836,0.7220651527611041,0.0007215351521569934,0.7582940903669442,0.7399034233296465,0.0012739640577646442,0.7500056010118639,0.7309842880453753,87
MOD,0.0013160375480276482,0.8138900083993493,0.7997294655601694,0.0007314924453467493,0.7549585126051149,0.736314051607678,0.0010237649966871988,0.7844242605022321,0.7680217585839237,87
MOD+A,0.0013160354278671038,0.8138903082259474,0.7997297881996609,0.0007315127681997258,0.7549517046850152,0.7363067256936577,0.0010237740980334148,0.7844210064554813,0.7680182569466594,87
MOD+A+ASYM,0.0013160354278671038,0.8138903082259474,0.7997297881996609,0.0006646844802303676,0.7773384062678356,0.7603967632664753,0.0009903599540487357,0.7956143572468914,0.7800632757330681,87
MOD+A+ALIGN,0.0013160413179658706,0.8138894752662544,0.7997288918626,0.0005730329010310373,0.8080406225818373,0.7934350177782815,0.000944537109498454,0.8109650489240459,0.7965819548204407,87
PHYS-FULL,0.0013160413179658706,0.8138894752662544,0.7997288918626,0.0005298323418634804,0.8225123089841362,0.8090078107546683,0.0009229368299146755,0.8182008921251953,0.8043683513086342,87
ORIG-BASE,0.001588638044756262,0.7740589722702963,0.7568678071169492,0.0009079988957474105,0.7230273982150567,0.7019533959053328,0.0012483184702518362,0.7485431852426765,0.729410601511141,88
PHYS-BASE,0.001588638044756262,0.7740589722702963,0.7568678071169492,0.0009079988957474105,0.7230273982150567,0.7019533959053328,0.0012483184702518362,0.7485431852426765,0.729410601511141,88
MOD,0.0013025708364874798,0.8147443374794194,0.80064879793981,0.0008169948783014506,0.7507869247992186,0.7318250603817679,0.0010597828573944653,0.782765631139319,0.7662369291607889,88
MOD+A,0.0013025717768730528,0.8147442037348679,0.8006486540190427,0.0008170202712085589,0.7507791790413971,0.7318167252728077,0.0010597960240408058,0.7827616913881326,0.7662326896459253,88
MOD+A+ASYM,0.0013025717768730528,0.8147442037348679,0.8006486540190427,0.0009166363691773305,0.7203926554858113,0.6991181836206014,0.0011096040730251917,0.7675684296103396,0.749883418819822,88
MOD+A+ALIGN,0.00130257121167429,0.8147442841191881,0.8006487405195611,0.0005918090590450362,0.8194767685166865,0.8057413052516518,0.0009471901353596631,0.8171105263179372,0.8031950228856064,88
PHYS-FULL,0.00130257121167429,0.8147442841191881,0.8006487405195611,0.0007247912649851644,0.7789123716403883,0.7620904868738962,0.0010136812383297273,0.7968283278797882,0.7813696136967287,88
ORIG-BASE,0.0019130033963751355,0.7426107167530958,0.7230267495495271,0.0006559994697024115,0.7923142339426096,0.7765120560904168,0.0012845014330387736,0.7674624753478527,0.749769402819972,89
PHYS-BASE,0.0019130033963751355,0.7426107167530958,0.7230267495495271,0.0006559994697024115,0.7923142339426096,0.7765120560904168,0.0012845014330387736,0.7674624753478527,0.749769402819972,89
MOD,0.0011441333015442788,0.84606004830864,0.8343472258973409,0.0005535427366162876,0.8247514630586363,0.8114173352478805,0.0008488380190802831,0.8354057556836382,0.8228822805726107,89
MOD+A,0.0011441727230924136,0.8460547442490455,0.8343415182679946,0.0005535231376201392,0.824757667991288,0.811424012294973,0.0008488479303562764,0.8354062061201668,0.8228827652814839,89
MOD+A+ASYM,0.0011441727230924136,0.8460547442490455,0.8343415182679946,0.0005248471677174498,0.8338363198069373,0.8211934310965956,0.0008345099454049316,0.8399455320279914,0.8277674746822952,89
MOD+A+ALIGN,0.0011441431437751615,0.8460587240638648,0.8343458008948111,0.0004378594124198197,0.861376157003447,0.8508286906884919,0.0007910012780974906,0.853717440533656,0.8425872457916515,89
PHYS-FULL,0.0011441431437751615,0.8460587240638648,0.8343458008948111,0.0004244105241955957,0.8656339998561787,0.8554104998452358,0.0007842768339853786,0.8558463619600218,0.8448781503700235,89
ORIG-BASE,0.0016092798158836123,0.7686541027144292,0.7510516974861793,0.0010783162021842233,0.7028625468880312,0.6802542624121205,0.001343798009033918,0.7357583248012303,0.7156529799491499,90
PHYS-BASE,0.0016092798158836123,0.7686541027144292,0.7510516974861793,0.0010783162021842233,0.7028625468880312,0.6802542624121205,0.001343798009033918,0.7357583248012303,0.7156529799491499,90
MOD,0.001310693526451756,0.8115780941570571,0.7972416447994419,0.0009577619199424351,0.7360821093081333,0.7160014002337522,0.0011342277231970955,0.7738301017325953,0.7566215225165971,90
MOD+A,0.0013106931268569212,0.8115781516017754,0.797241706614954,0.0009577640085210378,0.7360815337859208,0.7160007809218061,0.0011342285676889795,0.7738298426938481,0.75662124376838,90
MOD+A+ASYM,0.0013106931268569212,0.8115781516017754,0.797241706614954,0.000681304614025275,0.81226182320655,0.7979773967113963,0.0009959988704410982,0.8119199874041627,0.7976095516631752,90
MOD+A+ALIGN,0.0013106937270328282,0.8115780653220418,0.7972416137704581,0.0007720891454533354,0.7872455205711486,0.7710576797450404,0.0010413914362430818,0.7994117929465951,0.7841496467577492,90
PHYS-FULL,0.0013106937270328282,0.8115780653220418,0.7972416137704581,0.0004965631790641533,0.8631685974508825,0.8527575124743192,0.0009036284530484907,0.8373733313864622,0.8249995631223886,90
ORIG-BASE,0.0017035800690628797,0.7750849664567939,0.7579718660785065,0.0007730107679869466,0.7734651730549574,0.7562288275265303,0.001238295418524913,0.7742750697558757,0.7571003468025184,91
PHYS-BASE,0.0017035800690628797,0.7750849664567939,0.7579718660785065,0.0007730107679869466,0.7734651730549574,0.7562288275265303,0.001238295418524913,0.7742750697558757,0.7571003468025184,91
MOD,0.0012961825121747652,0.8288715989943036,0.8158509597873485,0.0006892103419505602,0.7980233238547328,0.7826555332784626,0.0009926964270626627,0.8134474614245182,0.7992532465329055,91
MOD+A,0.001296214046160386,0.8288674357221673,0.815846479744506,0.0006891835149043562,0.7980311856601836,0.7826639932647628,0.0009926987805323711,0.8134493106911754,0.7992552365046344,91
MOD+A+ASYM,0.001296214046160386,0.8288674357221673,0.815846479744506,0.0008454793630039912,0.752227874286289,0.733375647329811,0.0010708467045821887,0.7905476550042281,0.7746110635371585,91
MOD+A+ALIGN,0.0012961839672827157,0.8288714068837832,0.8158507530597233,0.0005783982618455629,0.8304973804003846,0.8176004419525877,0.0009372911145641392,0.8296843936420839,0.8167255975061556,91
PHYS-FULL,0.0012961839672827157,0.8288714068837832,0.8158507530597233,0.0007843243901917348,0.7701496572116819,0.7526610441734404,0.0010402541787372253,0.7995105320477326,0.7842558986165818,91
ORIG-BASE,0.0015289069285137407,0.7772746689536695,0.7603281763740575,0.0005970812310596274,0.8213037570973992,0.807707303833071,0.001062994079786684,0.7992892130255344,0.7840177401035642,92
PHYS-BASE,0.0015289069285137407,0.7772746689536695,0.7603281763740575,0.0005970812310596274,0.8213037570973992,0.807707303833071,0.001062994079786684,0.7992892130255344,0.7840177401035642,92
MOD,0.0011433577555337482,0.8334400022287852,0.8207669589201059,0.0005794623335687379,0.8265767930294123,0.8133815490207807,0.0008614100445512431,0.8300083976290988,0.8170742539704433,92
MOD+A,0.0011433580162125373,0.8334399642540933,0.8207669180560352,0.0005794636787583557,0.8265763904370711,0.8133811157964135,0.0008614108474854466,0.8300081773455822,0.8170740169262243,92
MOD+A+ASYM,0.0011433580162125373,0.8334399642540933,0.8207669180560352,0.0006591562790355594,0.8027257525072835,0.7877157554154464,0.0009012571476240483,0.8180828583806884,0.8042413367357408,92
MOD+A+ALIGN,0.0011433580631526523,0.8334399574160364,0.8207669106976914,0.00043240153801741936,0.8705895843821918,0.8607431397156196,0.0007878798005850358,0.8520147708991141,0.8407550252066555,92
PHYS-FULL,0.0011433580631526523,0.8334399574160364,0.8207669106976914,0.0005728984688703557,0.8285412459371688,0.8154954711715187,0.0008581282660115039,0.8309906016766027,0.818131190934605,92
ORIG-BASE,0.0017003617744228143,0.7463370815500808,0.7270366421028044,0.0011200150530813564,0.6410592645547942,0.6137485564230938,0.0014101884137520853,0.6936981730524375,0.6703925992629491,93
PHYS-BASE,0.0017003617744228143,0.7463370815500808,0.7270366421028044,0.0011200150530813564,0.6410592645547942,0.6137485564230938,0.0014101884137520853,0.6936981730524375,0.6703925992629491,93
MOD,0.001453098181332994,0.7832242931970657,0.7667304894185816,0.001055207336002873,0.6618287440065904,0.6360983223549179,0.0012541527586679335,0.722526518601828,0.7014144058867497,93
MOD+A,0.00145311243541486,0.783222166748412,0.7667282011749217,0.0010552026469460558,0.6618302467484489,0.636099939435831,0.001254157541180458,0.7225262067484305,0.7014140703053764,93
MOD+A+ASYM,0.00145311243541486,0.783222166748412,0.7667282011749217,0.0009858184128799534,0.6840664014639339,0.6600279754883637,0.0012194654241474067,0.733644284106173,0.7133780883316427,93
MOD+A+ALIGN,0.0014530980268815676,0.7832243162383973,0.766730514213058,0.0008113969608186158,0.7399647254267008,0.7201794327961237,0.0011322474938500918,0.761594520832549,0.7434549735045909,93
PHYS-FULL,0.0014530980268815676,0.7832243162383973,0.766730514213058,0.0007945602932842237,0.7453605152516811,0.7259857718469177,0.0011238291600828955,0.7642924157450393,0.7463581430299879,93
ORIG-BASE,0.0018562047324341044,0.7762374289526478,0.7592120159381754,0.0008541301359088598,0.7601053444507954,0.7418524902242254,0.0013551674341714822,0.7681713867017216,0.7505322530812004,94
PHYS-BASE,0.0018562047324341044,0.7762374289526478,0.7592120159381754,0.0008541301359088598,0.7601053444507954,0.7418524902242254,0.0013551674341714822,0.7681713867017216,0.7505322530812004,94
MOD,0.0015576893216912484,0.8122229938194527,0.7979356129144112,0.0007654003015150107,0.7850263865308769,0.7686696985495305,0.0011615448116031296,0.7986246901751648,0.7833026557319709,94
MOD+A,0.0015576890381536561,0.8122230279994651,0.7979356496950766,0.0007653733309352661,0.7850339616036506,0.7686778499865371,0.0011615311845444612,0.7986284948015578,0.7833067498408068,94
MOD+A+ASYM,0.0015576890381536561,0.8122230279994651,0.7979356496950766,0.0006773071186294497,0.8097686159360922,0.7952944888877513,0.001117498078391553,0.8109958219677786,0.796615069291414,94
MOD+A+ALIGN,0.0015576891441631444,0.8122230152201875,0.7979356359434626,0.0005789755850806641,0.837386432447402,0.8250136610031825,0.0010683323646219042,0.8248047238337948,0.8114746484733226,94
PHYS-FULL,0.0015576891441631444,0.8122230152201875,0.7979356359434626,0.0005058768333245814,0.8579172615756151,0.8471066184346293,0.001031782988743863,0.8350701383979013,0.822521127189046,94
ORIG-BASE,0.0014418074841991272,0.7861933607992001,0.7699254643382697,0.0010150200308324559,0.6953531709269287,0.6721735208887604,0.0012284137575157917,0.7407732658630644,0.721049492613515,95
PHYS-BASE,0.0014418074841991272,0.7861933607992001,0.7699254643382697,0.0010150200308324559,0.6953531709269287,0.6721735208887604,0.0012284137575157917,0.7407732658630644,0.721049492613515,95
MOD,0.0010317071315286868,0.8470074286275648,0.8353666895014012,0.0008792485405119586,0.7361034544171392,0.7160243694271389,0.0009554778360203227,0.791555441522352,0.77569552946427,95
MOD+A,0.001031703676136653,0.8470079410300637,0.8353672408910469,0.0008792360602253243,0.7361072002345945,0.7160284002524442,0.0009554698681809887,0.7915575706323291,0.7756978205717455,95
MOD+A+ASYM,0.001031703676136653,0.8470079410300637,0.8353672408910469,0.000844182576854122,0.746628108426174,0.7273498123281655,0.0009379431264953876,0.7968180247281189,0.7813585266096061,95
MOD+A+ALIGN,0.0010317089881909409,0.847007153301822,0.8353663932269606,0.0007229371571723562,0.7830185554357667,0.7665090976971838,0.0008773230726816485,0.8150128543687943,0.8009377454620722,95
PHYS-FULL,0.0010317089881909409,0.847007153301822,0.8353663932269606,0.0006722006883763066,0.7982465350495334,0.782895727933737,0.0008519548382836238,0.8226268441756777,0.8091310605803488,95
ORIG-BASE,0.0016769873868566546,0.7906769561194069,0.7747502027806662,0.0008385023963690503,0.7559487719512011,0.7373796567735752,0.0012577448916128524,0.773312864035304,0.7560649297771207,96
PHYS-BASE,0.0016769873868566546,0.7906769561194069,0.7747502027806662,0.0008385023963690503,0.7559487719512011,0.7373796567735752,0.0012577448916128524,0.773312864035304,0.7560649297771207,96
MOD,0.0012994706853119474,0.8377989235846602,0.8254575373356671,0.0009162850201325258,0.7333096656915943,0.7130180098203026,0.0011078778527222367,0.7855542946381273,0.7692377735779848,96
MOD+A,0.0012994567423186229,0.8378006639613778,0.8254594101323521,0.0009162572856178791,0.7333177379909559,0.7130266963163547,0.0011078570139682509,0.7855592009761668,0.7692430532243535,96
MOD+A+ASYM,0.0012994567423186229,0.8378006639613778,0.8254594101323521,0.0008370152738352946,0.7563816080196415,0.7378454260211359,0.0010682360080769588,0.7970911359905096,0.781652418076744,96
MOD+A+ALIGN,0.0012994567478706656,0.8378006632683668,0.8254594093866121,0.0006315889687461302,0.8161721849430162,0.8021852859712892,0.0009655228583083979,0.8269864241056915,0.8138223476789507,96
PHYS-FULL,0.0012994567478706656,0.8378006632683668,0.8254594093866121,0.0005642798589140254,0.8357629112003646,0.8232666109656097,0.0009318683033923455,0.8367817872343657,0.8243630101761109,96
ORIG-BASE,0.0020073131007056783,0.7349793200335866,0.7148147030796204,0.0010167488762897812,0.7592516881571093,0.7409338818212372,0.0015120309884977298,0.7471155040953479,0.7278742924504288,97
PHYS-BASE,0.0020073131007056783,0.7349793200335866,0.7148147030796204,0.0010167488762897812,0.7592516881571093,0.7409338818212372,0.0015120309884977298,0.7471155040953479,0.7278742924504288,97
MOD,0.0012294356268922875,0.8376805961663966,0.8253302067442745,0.0010234513119323396,0.7576646688804618,0.7392261110778884,0.0011264434694123137,0.7976726325234291,0.7822781589110814,97
MOD+A,0.0012294579802649046,0.8376776449048278,0.8253270309301951,0.0010234490985379671,0.7576651929734518,0.7392266750475188,0.0011264535394014358,0.7976714189391398,0.782276852988857,97
MOD+A+ASYM,0.0012294579802649046,0.8376776449048278,0.8253270309301951,0.0008259924012325009,0.8044194777795804,0.7895383510888964,0.0010277251907487028,0.821048561342204,0.8074326910095457,97
MOD+A+ALIGN,0.0012294569986526767,0.8376777745047094,0.8253271703909373,0.0007490589395032908,0.822635972990398,0.8091408839787979,0.0009892579690779838,0.8301568737475538,0.8172340271848676,97
PHYS-FULL,0.0012294569986526767,0.8376777745047094,0.8253271703909373,0.0005675233753067618,0.8656204125495964,0.8553958787218484,0.0008984901869797193,0.8516490935271529,0.8403615245563929,97
ORIG-BASE,0.0017630548381388175,0.7452763311549611,0.7258951824384907,0.000665640294850279,0.7836491801210326,0.7671877046954589,0.0012143475664945483,0.7644627556379968,0.7465414435669748,98
PHYS-BASE,0.0017630548381388175,0.7452763311549611,0.7258951824384907,0.000665640294850279,0.7836491801210326,0.7671877046954589,0.0012143475664945483,0.7644627556379968,0.7465414435669748,98
MOD,0.0012163613404796172,0.824261834297044,0.8108904521239931,0.0006181133329756151,0.7990967082341748,0.7838105882085142,0.0009172373367276161,0.8116792712656093,0.7973505201662536,98
MOD+A,0.0012163485456454133,0.8242636828765892,0.8108924413563297,0.0006181081200112941,0.799098402586385,0.7838124114788274,0.0009172283328283537,0.8116810427314871,0.7973524264175785,98
MOD+A+ASYM,0.0012163485456454133,0.8242636828765892,0.8108924413563297,0.0005922734227906041,0.8074953670854744,0.7928482754506736,0.0009043109842180087,0.8158795249810318,0.8018703584035016,98
MOD+A+ALIGN,0.0012163459226333733,0.824264061845658,0.8108928491600016,0.00044346870681197156,0.8558608620125436,0.844893753687411,0.0008299073147226725,0.8400624619291008,0.8278933014237063,98
PHYS-FULL,0.0012163459226333733,0.824264061845658,0.8108928491600016,0.0004355381688746685,0.8584384980091786,0.8476675141620509,0.0008259420457540209,0.8413512799274183,0.8292801816610262,98
ORIG-BASE,0.0016567866623149387,0.7623976328394046,0.7443191918597942,0.0007934212856132927,0.7428443116106986,0.723278117928904,0.0012251039739641157,0.7526209722250516,0.7337986548943491,99
PHYS-BASE,0.0016567866623149387,0.7623976328394046,0.7443191918597942,0.0007934212856132927,0.7428443116106986,0.723278117928904,0.0012251039739641157,0.7526209722250516,0.7337986548943491,99
MOD,0.0012280676763707997,0.823880893312233,0.8104805264990335,0.0007077966627257778,0.7705960990166707,0.7531414543766348,0.0009679321695482887,0.7972384961644519,0.7818109904378341,99
MOD+A,0.001228060656614536,0.8238819000264608,0.8104816098110827,0.000707800364094764,0.7705948993663628,0.7531401634485861,0.0009679305103546499,0.7972383996964119,0.7818108866298344,99
MOD+A+ASYM,0.001228060656614536,0.8238819000264608,0.8104816098110827,0.0007246922361687967,0.7651200765072506,0.7472487779806283,0.0009763764463916664,0.7945009882668557,0.7788651938958555,99
MOD+A+ALIGN,0.0012280607739716622,0.8238818831960917,0.8104815917001421,0.0004651362850210651,0.8492447281938281,0.837774218382489,0.0008465985294963637,0.83656330569496,0.8241279050413155,99
PHYS-FULL,0.0012280607739716622,0.8238818831960917,0.8104815917001421,0.0005125115228490051,0.8338899449063671,0.8212511363666342,0.0008702861484103336,0.8288859140512295,0.8158663640333881,99
ORIG-BASE,0.0019745044926955213,0.7598309382284523,0.7415572052675736,0.0009641444549405421,0.7250143813989491,0.7040915625923474,0.0014693244738180316,0.7424226598137007,0.7228243839299605,100
PHYS-BASE,0.0019745044926955213,0.7598309382284523,0.7415572052675736,0.0009641444549405421,0.7250143813989491,0.7040915625923474,0.0014693244738180316,0.7424226598137007,0.7228243839299605,100
MOD,0.0014258264250223186,0.8265694527343391,0.8133736502249953,0.0008405464199016687,0.7602660306190184,0.7420254025139438,0.0011331864224619938,0.7934177416766788,0.7776995263694695,100
MOD+A,0.001425826425714404,0.8265694526501572,0.8133736501344083,0.0008405154203439464,0.7602748720664935,0.7420349166802485,0.0011331709230291752,0.7934221623583253,0.7777042834073284,100
MOD+A+ASYM,0.001425826425714404,0.8265694526501572,0.8133736501344083,0.0007752854078331387,0.7788792577990702,0.7620548535011733,0.0011005559167737715,0.8027243552246137,0.7877142518177909,100
MOD+A+ALIGN,0.0014258375935340185,0.8265680942512431,0.8133721883790551,0.0005889160594089084,0.8320340421284289,0.8192540235947225,0.0010073768264714635,0.8293010681898361,0.8163131059868889,100
PHYS-FULL,0.0014258375935340185,0.8265680942512431,0.8133721883790551,0.0005213891361988566,0.8512935344752339,0.8399789120983495,0.0009736133648664375,0.8389308143632386,0.8266755502387023,100
