Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2,iteration
ORIG-BASE,0.0021654090232124897,0.7267809725674024,0.7059925683062265,0.000733782654077068,0.7680200285415363,0.7503693785392619,0.0014495958386447788,0.7474005005544693,0.7281809734227442,22
PHYS-BASE,0.0021654090232124897,0.7267809725674024,0.7059925683062265,0.000733782654077068,0.7680200285415363,0.7503693785392619,0.0014495958386447788,0.7474005005544693,0.7281809734227442,22
MOD,0.0011928926104817989,0.8494875770011109,0.8380355448164128,0.0007042994244453941,0.7773409340309985,0.760399483359444,0.0009485960174635964,0.8134142555160546,0.7992175140879284,22
MOD+A,0.0011929454776805934,0.8494809065178521,0.8380283667963844,0.0007042934940062567,0.7773428088955706,0.7604015008767554,0.0009486194858434251,0.8134118577067113,0.7992149338365699,22
MOD+A+ASYM,0.0011929454776805934,0.8494809065178521,0.8380283667963844,0.000697688314023873,0.779430987806966,0.7626485629661917,0.0009453168958522332,0.8144559471624091,0.800338464881288,22
MOD+A+ALIGN,0.0011929190347180452,0.8494842429408708,0.8380319570776762,0.00047490875976979955,0.8498610999801562,0.8384374880221247,0.0008339138972439224,0.8496726714605135,0.8382347225499005,22
PHYS-FULL,0.0011929190347180452,0.8494842429408708,0.8380319570776762,0.0004968351275411808,0.8429292406052704,0.830978204564367,0.000844877081129613,0.8462067417730705,0.8345050808210216,22
ORIG-BASE,0.0014284121528881791,0.7893032861763286,0.7732720144723536,0.0009797615195604235,0.7027428837151415,0.680125494432598,0.0012040868362243012,0.746023084945735,0.7266987544524758,23
PHYS-BASE,0.0014284121528881791,0.7893032861763286,0.7732720144723536,0.0009797615195604235,0.7027428837151415,0.680125494432598,0.0012040868362243012,0.746023084945735,0.7266987544524758,23
MOD,0.0009678613616198687,0.8572364370340285,0.8463739920257481,0.0009277959577673311,0.7185091010408309,0.6970913152504593,0.0009478286596935998,0.7878727690374296,0.7717326536381037,23
MOD+A,0.0009678642148020132,0.8572360161778347,0.8463735391478875,0.0009277964916967425,0.7185089390480255,0.6970911409321143,0.0009478303532493779,0.7878724776129301,0.7717323400400009,23
MOD+A+ASYM,0.0009678642148020132,0.8572360161778347,0.8463735391478875,0.0007886732917607712,0.7607185588337086,0.7425123622232299,0.0008782687532813922,0.8089772875057717,0.7944429506855587,23
MOD+A+ALIGN,0.0009678790090205748,0.8572338339692697,0.8463711909017142,0.000664096962581208,0.7985146955771526,0.783184291979762,0.0008159879858008914,0.8278742647732111,0.8147777414407381,23
PHYS-FULL,0.0009678790090205748,0.8572338339692697,0.8463711909017142,0.000529684612799061,0.8392950555847989,0.8270675054662511,0.0007487818109098179,0.8482644447770342,0.8367193481839826,23
ORIG-BASE,0.0016972697167941704,0.775578588768697,0.7585030466097936,0.0008424935072099299,0.7762737310921564,0.7592510801969944,0.0012698816120020502,0.7759261599304267,0.758877063403394,24
PHYS-BASE,0.0016972697167941704,0.775578588768697,0.7585030466097936,0.0008424935072099299,0.7762737310921564,0.7592510801969944,0.0012698816120020502,0.7759261599304267,0.758877063403394,24
MOD,0.0012236889412624934,0.838197785308408,0.8258867472340479,0.0008093052457774983,0.7850869573523866,0.768734878020503,0.0010164970935199959,0.8116423713303973,0.7973108126272754,24
MOD+A,0.0012236887527913045,0.8381978102290025,0.8258867740507745,0.0008093098788039632,0.7850857270405611,0.7687335540979952,0.0010164993157976338,0.8116417686347819,0.7973101640743848,24
MOD+A+ASYM,0.0012236887527913045,0.8381978102290025,0.8258867740507745,0.0006773609808249654,0.8201250886246108,0.8064389540634399,0.0009505248668081349,0.8291614494268067,0.8161628640571073,24
MOD+A+ALIGN,0.0012236887286082613,0.8381978134266043,0.825886777491672,0.0006192536139596219,0.8355556459803523,0.8230435755658139,0.0009214711712839416,0.8368767297034783,0.824465176528743,24
PHYS-FULL,0.0012236887286082613,0.8381978134266043,0.825886777491672,0.00048087250199073666,0.8723030981603046,0.8625870295420669,0.000852280615299499,0.8552504557934544,0.8442369035168695,24
ORIG-BASE,0.0015162418842255244,0.7834517519971976,0.7669752548665497,0.0007941820848460976,0.7599087389226953,0.7416409255798568,0.0011552119845358111,0.7716802454599465,0.7543080902232033,25
PHYS-BASE,0.0015162418842255244,0.7834517519971976,0.7669752548665497,0.0007941820848460976,0.7599087389226953,0.7416409255798568,0.0011552119845358111,0.7716802454599465,0.7543080902232033,25
MOD,0.0012063456687403898,0.8277108396956505,0.8146018818464065,0.0006873040762784664,0.7922193089394014,0.7764099085326168,0.0009468248725094282,0.809965074317526,0.7955058951895116,25
MOD+A,0.0012063485052693688,0.8277104345852342,0.8146014459123716,0.0006872990827257068,0.7922208185533832,0.7764115330085319,0.0009468237939975377,0.8099656265693087,0.7955064894604518,25
MOD+A+ASYM,0.0012063485052693688,0.8277104345852342,0.8146014459123716,0.0006884149821186344,0.7918834680923296,0.7760485145776155,0.0009473817436940015,0.8097969513387819,0.7953249802449935,25
MOD+A+ALIGN,0.0012063548680354757,0.8277095258609289,0.8146004680459996,0.0005113969740027448,0.8453982446314812,0.8336350675925721,0.0008588759210191102,0.8365538852462051,0.8241177678192859,25
PHYS-FULL,0.0012063548680354757,0.8277095258609289,0.8146004680459996,0.0005428088986932576,0.8359020236064602,0.8234163080112995,0.0008745818833643666,0.8318057747336945,0.8190083880286496,25
ORIG-BASE,0.0019765193991789823,0.7365593639043533,0.7165149676796845,0.0007643934428015614,0.785701032188751,0.7693956759422429,0.0013704564209902719,0.7611301980465521,0.7429553218109637,26
PHYS-BASE,0.0019765193991789823,0.7365593639043533,0.7165149676796845,0.0007643934428015614,0.785701032188751,0.7693956759422429,0.0013704564209902719,0.7611301980465521,0.7429553218109637,26
MOD,0.0012394169524670142,0.8348041559919589,0.8222349069913472,0.0008039558977050063,0.7746096324263274,0.7574603653283306,0.0010216864250860102,0.8047068942091431,0.7898476361598389,26
MOD+A,0.0012394726364190864,0.8347967341494208,0.8222269204433985,0.0008039550895874864,0.7746098589834127,0.7574606091234549,0.0010217138630032865,0.8047032965664167,0.7898437647834267,26
MOD+A+ASYM,0.0012394726364190864,0.8347967341494208,0.8222269204433985,0.0007779180992919019,0.7819093723397874,0.765315520235206,0.001008695367855494,0.8083530532446042,0.7937712203393023,26
MOD+A+ALIGN,0.0012394155427452938,0.8348043438868953,0.8222351091826373,0.0004931241857167423,0.8617518177359689,0.851232934302836,0.000866269864231018,0.8482780808114321,0.8367340217427366,26
PHYS-FULL,0.0012394155427452938,0.8348043438868953,0.8222351091826373,0.0004847738932203512,0.8640928360685438,0.8537520735954983,0.0008620947179828225,0.8494485899777195,0.8379935913890678,26
ORIG-BASE,0.0016120583501698317,0.7580179530398533,0.7396062755537551,0.0010354263542135436,0.6456742211533,0.6187146510236597,0.0013237423521916876,0.7018460870965766,0.6791604632887074,27
PHYS-BASE,0.0016120583501698317,0.7580179530398533,0.7396062755537551,0.0010354263542135436,0.6456742211533,0.6187146510236597,0.0013237423521916876,0.7018460870965766,0.6791604632887074,27
MOD,0.0011683111200666652,0.8246277398766306,0.8112841983455048,0.0009270549118185604,0.682759230217521,0.6586213455601586,0.0010476830159426129,0.7536934850470758,0.7349527719528317,27
MOD+A,0.0011683057556624349,0.8246285451139326,0.8112850648508622,0.0009270571754420115,0.682758455599279,0.658620512003572,0.0010476814655522233,0.7536935003566058,0.7349527884272171,27
MOD+A+ASYM,0.0011683057556624349,0.8246285451139326,0.8112850648508622,0.0009011882541088996,0.6916108724437786,0.6681464823036314,0.0010347470048856673,0.7581197087788556,0.7397157735772468,27
MOD+A+ALIGN,0.0011683572379225442,0.8246208172406319,0.8112767489872017,0.0006520631469050993,0.7768621771657843,0.7598842993414419,0.0009102101924138217,0.8007414972032081,0.7855805241643218,27
PHYS-FULL,0.0011683572379225442,0.8246208172406319,0.8112767489872017,0.0006433498984588838,0.7798438750233158,0.7630928655142203,0.000905853568190714,0.8022323461319738,0.787184807250711,27
ORIG-BASE,0.0016596149978654582,0.7714843151208979,0.7540972521409662,0.0010367310094668589,0.6825616641445316,0.6584087472859634,0.0013481730036661586,0.7270229896327147,0.7062529997134648,28
PHYS-BASE,0.0016596149978654582,0.7714843151208979,0.7540972521409662,0.0010367310094668589,0.6825616641445316,0.6584087472859634,0.0013481730036661586,0.7270229896327147,0.7062529997134648,28
MOD,0.0011245234373582363,0.8451621347233983,0.8333809928001786,0.0009242063913012788,0.7170157580291379,0.6954843483139636,0.0010243649143297576,0.781088946376268,0.7644326705570711,28
MOD+A,0.0011245486010864024,0.8451586698796946,0.8333772643270627,0.0009241826534262537,0.7170230263672852,0.6954921696778396,0.001024365627256328,0.78109084812349,0.7644347170024511,28
MOD+A+ASYM,0.0011245486010864024,0.8451586698796946,0.8333772643270627,0.0008063464914932554,0.7531034703841402,0.73431786486989,0.0009654475462898288,0.7991310701319174,0.7838475645984764,28
MOD+A+ALIGN,0.0011241468749826518,0.8452139843447063,0.8334367875013687,0.000686859150840331,0.7896894914699426,0.7736876049513514,0.0009055030129114913,0.8174517379073245,0.80356219622636,28
PHYS-FULL,0.0011241468749826518,0.8452139843447063,0.8334367875013687,0.000602067664904922,0.815651932975276,0.8016254496146993,0.0008631072699437868,0.8304329586599912,0.8175311185580341,28
ORIG-BASE,0.00183400155375842,0.7308984881381573,0.710423373105191,0.000920314685620487,0.6668177691001711,0.6414669471838798,0.0013771581196894535,0.6988581286191642,0.6759451601445354,29
PHYS-BASE,0.00183400155375842,0.7308984881381573,0.710423373105191,0.000920314685620487,0.6668177691001711,0.6414669471838798,0.0013771581196894535,0.6988581286191642,0.6759451601445354,29
MOD,0.0012468348437329269,0.8170529677017103,0.8031330848094492,0.0009010658698850666,0.6737864326118079,0.6489658350931412,0.0010739503568089968,0.7454197001567591,0.7260494599512952,29
MOD+A,0.0012468794517739717,0.8170464224012106,0.8031260414969549,0.0009010309124984874,0.6737990882612601,0.6489794536724429,0.0010739551821362296,0.7454227553312354,0.726052747584699,29
MOD+A+ASYM,0.0012468794517739717,0.8170464224012106,0.8031260414969549,0.000941607114833136,0.659109254635291,0.6331719153140631,0.0010942432833035537,0.7380778385182508,0.7181489784055091,29
MOD+A+ALIGN,0.001242284067418314,0.8177206992987189,0.8038516220714477,0.0007184686950086733,0.73989222776198,0.7201014190047395,0.0009803763812134937,0.7788064635303495,0.7619765205380935,29
PHYS-FULL,0.001242284067418314,0.8177206992987189,0.8038516220714477,0.0007823333151032813,0.7167712704077623,0.6952212583735704,0.0010123086912607977,0.7672459848532407,0.7495364402225091,29
ORIG-BASE,0.0020151576936378946,0.7309479662192025,0.7104766158228375,0.00087496215195844,0.7605534118324222,0.7423346496892369,0.0014450599227981674,0.7457506890258123,0.7264056327560372,30
PHYS-BASE,0.0020151576936378946,0.7309479662192025,0.7104766158228375,0.00087496215195844,0.7605534118324222,0.7423346496892369,0.0014450599227981674,0.7457506890258123,0.7264056327560372,30
MOD,0.001677559401465824,0.7760221097448362,0.7589803137471608,0.0007494721729974174,0.7948956370866013,0.7792898703431905,0.0012135157872316207,0.7854588734157187,0.7691350920451756,30
MOD+A,0.0016775622277412237,0.7760217323971246,0.7589799076882102,0.0007494505386875947,0.7949015576417507,0.7792962413753622,0.0012135063832144093,0.7854616450194376,0.7691380745317862,30
MOD+A+ASYM,0.0016775622277412237,0.7760217323971246,0.7589799076882102,0.0006897770278585145,0.8112321138149771,0.7968693398661166,0.001183669627799869,0.7936269231060509,0.7779246237771634,30
MOD+A+ALIGN,0.0016775615310325959,0.7760218254175735,0.7589800077863019,0.000588207802677905,0.8390280640488068,0.8267801993568682,0.0011328846668552505,0.8075249447331901,0.7928801035715851,30
PHYS-FULL,0.0016775615310325959,0.7760218254175735,0.7589800077863019,0.000536706579201354,0.8531221505419353,0.841946661996213,0.0011071340551169749,0.8145719879797544,0.8004633348912575,30
ORIG-BASE,0.0015247128353334785,0.7524443555471383,0.7336085999909423,0.0007920915960440156,0.736428963210056,0.7163746451934299,0.001158402215688747,0.7444366593785972,0.7249916225921861,31
PHYS-BASE,0.0015247128353334785,0.7524443555471383,0.7336085999909423,0.0007920915960440156,0.736428963210056,0.7163746451934299,0.001158402215688747,0.7444366593785972,0.7249916225921861,31
MOD,0.001039432702330438,0.8312354782305535,0.8183946994002697,0.0007320981293551342,0.756391983010777,0.737856590413771,0.0008857654158427862,0.7938137306206653,0.7781256449070204,31
MOD+A,0.0010394297949692338,0.8312359502759512,0.8183952073621649,0.0007321058780962428,0.7563894045921472,0.737853815811115,0.0008857678365327382,0.7938126774340493,0.77812451158664,31
MOD+A+ASYM,0.0010394297949692338,0.8312359502759512,0.8183952073621649,0.000643738787786049,0.7857938392907249,0.7694955444541496,0.0008415842913776415,0.808514894783338,0.7939453759081572,31
MOD+A+ALIGN,0.0010394241737456194,0.8312368629498674,0.8183961894786617,0.0005378054648969571,0.8210434946133276,0.8074272387686895,0.0007886148193212883,0.8261401787815975,0.8129117141236756,31
PHYS-FULL,0.0010394241737456194,0.8312368629498674,0.8183961894786617,0.0004733480211111311,0.8424919172102966,0.830507606563254,0.0007563860974283752,0.8368643900800821,0.8244518980209579,31
ORIG-BASE,0.0019819635373493154,0.758153758682907,0.7397524142348673,0.0008535406849243562,0.7944608229618391,0.7788219725350225,0.0014177521111368358,0.776307290822373,0.7592871933849449,32
PHYS-BASE,0.0019819635373493154,0.758153758682907,0.7397524142348673,0.0008535406849243562,0.7944608229618391,0.7788219725350225,0.0014177521111368358,0.776307290822373,0.7592871933849449,32
MOD,0.0013012435915478108,0.8412176280121305,0.8291363605782709,0.0007684004510257817,0.8149632476469616,0.8008843643157522,0.0010348220212867962,0.828090437829546,0.8150103624470115,32
MOD+A,0.0013012365129334825,0.8412184917698318,0.8291372900566668,0.0007683872581780276,0.814966424586407,0.800887782978851,0.001034811885555755,0.8280924581781194,0.815012536517759,32
MOD+A+ASYM,0.0013012365129334825,0.8412184917698318,0.8291372900566668,0.0007033522889175349,0.8306273465513493,0.8177402968324302,0.0010022944009255086,0.8359229191605906,0.8234387934445485,32
MOD+A+ALIGN,0.0013012325263549458,0.8412189782263264,0.8291378135261556,0.0005909906948307895,0.857684884624455,0.8468565606284897,0.0009461116105928676,0.8494519314253908,0.8379971870773226,32
PHYS-FULL,0.0013012325263549458,0.8412189782263264,0.8291378135261556,0.000539046741106136,0.8701933891272249,0.8603167991695138,0.0009201396337305409,0.8557061836767756,0.8447273063478347,32
ORIG-BASE,0.001879958706203157,0.7056776117383041,0.6832835169792622,0.0008323561336779714,0.7533252042609017,0.734556469802492,0.0013561574199405643,0.729501407999603,0.7089199933908771,33
PHYS-BASE,0.001879958706203157,0.7056776117383041,0.6832835169792622,0.0008323561336779714,0.7533252042609017,0.734556469802492,0.0013561574199405643,0.729501407999603,0.7089199933908771,33
MOD,0.0012933556684695479,0.797514951812658,0.7821084807549255,0.0008451505684465516,0.7495334804356792,0.7304762452514375,0.0010692531184580498,0.7735242161241687,0.7562923630031815,33
MOD+A,0.0012934826613656936,0.797495070071446,0.7820870862725343,0.0008451359135513077,0.7495378235205015,0.7304809187883659,0.0010693092874585006,0.7735164467959738,0.75628400253045,33
MOD+A+ASYM,0.0012934826613656936,0.797495070071446,0.7820870862725343,0.0008321579789275368,0.7533839288628004,0.7346196625806221,0.0010628203201466153,0.7754394994671232,0.7583533744265782,33
MOD+A+ALIGN,0.001293457941369079,0.7974989401822188,0.7820912508482573,0.0005823029856320847,0.8274302738608351,0.8142999686111161,0.0009378804635005819,0.8124646070215269,0.7981956097296867,33
PHYS-FULL,0.001293457941369079,0.7974989401822188,0.7820912508482573,0.0005739664914219944,0.8299008545693204,0.8169585282865514,0.0009337122163955368,0.8136998973757696,0.7995248895674043,33
ORIG-BASE,0.0018073514550673343,0.7279354911911812,0.7072349307383363,0.0007699808382478541,0.7688266493803069,0.7512373727027215,0.0012886661466575942,0.7483810702857441,0.7292361517205289,34
PHYS-BASE,0.0018073514550673343,0.7279354911911812,0.7072349307383363,0.0007699808382478541,0.7688266493803069,0.7512373727027215,0.0012886661466575942,0.7483810702857441,0.7292361517205289,34
MOD,0.0013361899739464471,0.7988604441500478,0.7835563475092906,0.0006931008521745119,0.7919085276470604,0.7760754808375977,0.0010146454130604795,0.7953844858985541,0.7798159141734442,34
MOD+A,0.0013362054654156793,0.7988581121858049,0.7835538381129858,0.0006930799377351446,0.7919148068436128,0.776082237799105,0.001014642701575412,0.7953864595147089,0.7798180379560454,34
MOD+A+ASYM,0.0013362054654156793,0.7988581121858049,0.7835538381129858,0.0007417977195658096,0.7772881404369758,0.7603426728615283,0.0010390015924907445,0.7880731263113904,0.7719482554872571,34
MOD+A+ALIGN,0.0013361914150931203,0.7988602272111338,0.7835561140641549,0.0005566562202401325,0.8328736545327089,0.820157519551502,0.0009464238176666264,0.8158669408719214,0.8018568168078284,34
PHYS-FULL,0.0013361914150931203,0.7988602272111338,0.7835561140641549,0.000640630370204141,0.8076618769814712,0.7930274545778875,0.0009884108926486307,0.8032610520963025,0.7882917843210212,34
ORIG-BASE,0.0020229102889720305,0.7095694871405479,0.6874715133360244,0.0010631608147801059,0.6941155697735559,0.6708417544302396,0.0015430355518760682,0.701842528457052,0.6791566338831321,35
PHYS-BASE,0.0020229102889720305,0.7095694871405479,0.6874715133360244,0.0010631608147801059,0.6941155697735559,0.6708417544302396,0.0015430355518760682,0.701842528457052,0.6791566338831321,35
MOD,0.0014593519994216403,0.790479908108098,0.7745381619858881,0.0010188642604632143,0.7068602327538405,0.6845561200285892,0.0012391081299424273,0.7486700704309692,0.7295471410072387,35
MOD+A,0.0014594004094438454,0.7904729578505146,0.7745306829043581,0.0010188050600309722,0.7068772654456343,0.6845744486860632,0.0012391027347374087,0.7486751116480745,0.7295525657952107,35
MOD+A+ASYM,0.0014594004094438454,0.7904729578505146,0.7745306829043581,0.0008899024711645206,0.7439641241804376,0.7244831336289492,0.001174651440304183,0.7672185410154762,0.7495069082666537,35
MOD+A+ALIGN,0.0014589583228793123,0.7905364284988996,0.7745989828412072,0.0007677519905624375,0.7791083183996184,0.7623013426256764,0.001113355156720875,0.784822373449259,0.7684501627334418,35
PHYS-FULL,0.0014589583228793123,0.7905364284988996,0.7745989828412072,0.0006317997522786768,0.8182234478958452,0.8043926232792248,0.0010453790375789945,0.8043799381973724,0.7894958030602159,35
ORIG-BASE,0.0018322425127477334,0.7558542958055401,0.7372779922255268,0.0008158641671311185,0.7221276251965917,0.7009851618963323,0.001324053339939426,0.7389909605010658,0.7191315770609296,36
PHYS-BASE,0.0018322425127477334,0.7558542958055401,0.7372779922255268,0.0008158641671311185,0.7221276251965917,0.7009851618963323,0.001324053339939426,0.7389909605010658,0.7191315770609296,36
MOD,0.0011572860376276247,0.8457920211733925,0.8340588053931071,0.0007904079323015421,0.7307976767941768,0.7103148913328642,0.0009738469849645834,0.7882948489837847,0.7721868483629857,36
MOD+A,0.0011573678072871324,0.8457811253935144,0.8340470805864991,0.0007904081959828461,0.730797586987867,0.7103147946934656,0.0009738880016349892,0.7882893561906907,0.7721809376399824,36
MOD+A+ASYM,0.0011573678072871324,0.8457811253935144,0.8340470805864991,0.000788100660418727,0.7315835026010012,0.7111605082336862,0.0009727342338529297,0.7886823139972579,0.7726037944100926,36
MOD+A+ALIGN,0.0011573678079733391,0.8457811253020775,0.8340470804881052,0.0006293029089951083,0.7856678834075317,0.7693600049711483,0.0008933353584842237,0.8157245043548046,0.8017035427296267,36
PHYS-FULL,0.0011573678079733391,0.8457811253020775,0.8340470804881052,0.0006721623556595021,0.7710705316580694,0.7536519851537921,0.0009147650818164206,0.8084258284800734,0.7938495328209486,36
ORIG-BASE,0.0019513597369398795,0.740647937935162,0.7209146288650113,0.0010115651331826102,0.695535399959146,0.6723696151734289,0.0014814624350612449,0.718091668947154,0.69664212201922,37
PHYS-BASE,0.0019513597369398795,0.740647937935162,0.7209146288650113,0.0010115651331826102,0.695535399959146,0.6723696151734289,0.0014814624350612449,0.718091668947154,0.69664212201922,37
MOD,0.0019497440298858533,0.7408626789427897,0.7211457088623497,0.0009235535970202173,0.7220254363173157,0.700875197776242,0.0014366488134530354,0.7314440576300527,0.7110104533192958,37
MOD+A,0.0019497369144344196,0.740863624645915,0.7211467265211478,0.000923575915465906,0.7220187188293188,0.7008679691750279,0.001436656414950163,0.7314411717376169,0.7110073478480878,37
MOD+A+ASYM,0.0019497369144344196,0.740863624645915,0.7211467265211478,0.0009215943552404502,0.722615136125358,0.7015097660479397,0.0014356656348374348,0.7317393803856365,0.7113282462845437,37
MOD+A+ALIGN,0.0019497368675807604,0.7408636308731589,0.7211467332222037,0.0005909528367764312,0.8221328383214808,0.8085994673242021,0.0012703448521785958,0.7814982345973198,0.7648731002732029,37
PHYS-FULL,0.0019497368675807604,0.7408636308731589,0.7211467332222037,0.0005849181469468614,0.8239491814960916,0.8105540105229682,0.0012673275072638108,0.7824064061846252,0.765850371872586,37
ORIG-BASE,0.0017325572870587535,0.7578261575002886,0.7393998868753106,0.0010031973814854786,0.6943465373883349,0.6710902956678821,0.001367877334272116,0.7260863474443118,0.7052450912715964,38
PHYS-BASE,0.0017325572870587535,0.7578261575002886,0.7393998868753106,0.0010031973814854786,0.6943465373883349,0.6710902956678821,0.001367877334272116,0.7260863474443118,0.7052450912715964,38
MOD,0.001186838022330883,0.834105846635199,0.8214834654009208,0.0008770553411538853,0.7327794042596185,0.712447402409807,0.001031946681742384,0.7834426254474087,0.7669654339053639,38
MOD+A,0.0011868439444974197,0.8341050188450667,0.8214825746267566,0.0008770355391721117,0.7327854375133006,0.7124538947153995,0.0010319397418347657,0.7834452281791837,0.766968234671078,38
MOD+A+ASYM,0.0011868439444974197,0.8341050188450667,0.8214825746267566,0.0007186085820066487,0.7810548498167403,0.7643959796941011,0.0009527262632520342,0.8075799343309036,0.7929392771604289,38
MOD+A+ALIGN,0.001186826052099643,0.8341075198132906,0.821485265886041,0.0006882530532223685,0.7903035506741773,0.7743483860515605,0.0009375395526610058,0.812205535243734,0.7979168259688008,38
PHYS-FULL,0.001186826052099643,0.8341075198132906,0.821485265886041,0.0005257149457859949,0.8398255453096803,0.8276383585397646,0.0008562704989428189,0.8369665325614855,0.8245618122129028,38
ORIG-BASE,0.002095029445802714,0.6787410504336442,0.6542974347057693,0.000884728864632091,0.7050306335032649,0.6825873121393828,0.0014898791552174027,0.6918858419684546,0.6684423734225761,39
PHYS-BASE,0.002095029445802714,0.6787410504336442,0.6542974347057693,0.000884728864632091,0.7050306335032649,0.6825873121393828,0.0014898791552174027,0.6918858419684546,0.6684423734225761,39
MOD,0.0013821011250509004,0.7880639069212668,0.7719383346217981,0.0007598174256357066,0.746676214993681,0.7274015791779829,0.0010709592753433035,0.7673700609574738,0.7496699568998905,39
MOD+A,0.0013821416875162838,0.7880576869346948,0.7719316413753781,0.0007597808569251493,0.7466884070333193,0.727414698872811,0.0010709612722207165,0.767373046984007,0.7496731701240945,39
MOD+A+ASYM,0.0013821416875162838,0.7880576869346948,0.7719316413753781,0.0007253586116625312,0.7581648132911076,0.7397643099545614,0.0010537501495894075,0.7731112501129012,0.7558479756649698,39
MOD+A+ALIGN,0.0013821032931667953,0.7880635744549922,0.7719379768591765,0.0006391496501708175,0.7869069554027779,0.770693354183424,0.0010106264716688064,0.787485264928885,0.7713156655213003,39
PHYS-FULL,0.0013821032931667953,0.7880635744549922,0.7719379768591765,0.0006173388380879954,0.7941786989617774,0.7785183825784343,0.0009997210656273953,0.7911211367083848,0.7752281797188054,39
ORIG-BASE,0.0017217531088125895,0.7480305289622033,0.728858938774545,0.000703866885961952,0.7770922916385915,0.7601319225241365,0.0012128099973872707,0.7625614103003975,0.7444954306493408,40
PHYS-BASE,0.0017217531088125895,0.7480305289622033,0.728858938774545,0.000703866885961952,0.7770922916385915,0.7601319225241365,0.0012128099973872707,0.7625614103003975,0.7444954306493408,40
MOD,0.0011373637223695233,0.8335528281980746,0.8208883694740151,0.0006885513848495838,0.7819425599541677,0.7653512329941587,0.0009129575536095535,0.8077476940761212,0.793119801234087,40
MOD+A,0.0011374061206590395,0.8335466234324044,0.820881692606609,0.0006885528991630637,0.7819420803860075,0.7653507169371168,0.0009129795099110516,0.807744351909206,0.793116204771863,40
MOD+A+ASYM,0.0011374061206590395,0.8335466234324044,0.820881692606609,0.0007178320791342432,0.7726696525445453,0.7553727782816304,0.0009276190998966413,0.8031081379884748,0.7881272354441198,40
MOD+A+ALIGN,0.0011374061213500458,0.8335466233312792,0.8208816924977896,0.00040030157276289553,0.8732284356351038,0.863582773129079,0.0007688538470564707,0.8533875294831914,0.8422322328134344,40
PHYS-FULL,0.0011374061213500458,0.8335466233312792,0.8208816924977896,0.00045517722921720676,0.8558498558652357,0.8448819101158515,0.0007962916752836263,0.8446982395982574,0.8328818013068205,40
ORIG-BASE,0.0018979347813557381,0.7393060188183619,0.7194706072067155,0.0007419922812351602,0.7921873217974073,0.7763754875863405,0.0013199635312954492,0.7657466703078846,0.7479230473965279,41
PHYS-BASE,0.0018979347813557381,0.7393060188183619,0.7194706072067155,0.0007419922812351602,0.7921873217974073,0.7763754875863405,0.0013199635312954492,0.7657466703078846,0.7479230473965279,41
MOD,0.0015232121933849963,0.7907766616752248,0.7748574946287745,0.0006191829998837516,0.8265829972123695,0.8133882252611367,0.001071197596634374,0.8086798294437971,0.7941228599449557,41
MOD+A,0.0015232031377821747,0.7907779055225765,0.7748588331166856,0.0006191758704081832,0.8265849939924568,0.8133903739701437,0.001071189504095179,0.8086814497575167,0.7941246035434146,41
MOD+A+ASYM,0.0015232031377821747,0.7907779055225765,0.7748588331166856,0.0006065616722168855,0.830117901781131,0.81719208996013,0.00106488240499953,0.8104479036518537,0.7960254615384078,41
MOD+A+ALIGN,0.0015232031404310777,0.790777905158732,0.7748588327251573,0.0004275296957922163,0.8802600871456207,0.8711494416023526,0.000975366418111647,0.8355189961521763,0.823004137163755,41
PHYS-FULL,0.0015232031404310777,0.790777905158732,0.7748588327251573,0.0004419525705826236,0.8762206162328157,0.8668026196418344,0.0009825778555068506,0.8334992606957738,0.8208307261834958,41
ORIG-BASE,0.0017909300226992446,0.7410053494665416,0.7212992347520393,0.0011579578413545887,0.6587009253574296,0.6327325175041907,0.0014744439320269168,0.6998531374119856,0.677015876128115,42
PHYS-BASE,0.0017909300226992446,0.7410053494665416,0.7212992347520393,0.0011579578413545887,0.6587009253574296,0.6327325175041907,0.0014744439320269168,0.6998531374119856,0.677015876128115,42
MOD,0.0010729771528163918,0.8448318252517595,0.8330255510861326,0.001102122235030226,0.6751580363938031,0.6504418000324621,0.001087549693923309,0.7599949308227814,0.7417336755592974,42
MOD+A,0.0010729626167902439,0.8448339273735425,0.8330278131519642,0.0011021193969667645,0.6751588728909523,0.6504427001761336,0.0010875410068785043,0.7599964001322475,0.7417352566640489,42
MOD+A+ASYM,0.0010729626167902439,0.8448339273735425,0.8330278131519642,0.0009048202303024094,0.7333112689501406,0.7130197350659122,0.0009888914235463267,0.7890725981618416,0.7730237741089382,42
MOD+A+ALIGN,0.001068760616262332,0.8454415980499365,0.8336817196406925,0.000780713624337433,0.7698907265608999,0.7523824122774901,0.0009247371202998825,0.8076661623054182,0.7930320659590913,42
PHYS-FULL,0.001068760616262332,0.8454415980499365,0.8336817196406925,0.0005862862788092736,0.8271966756586202,0.8140485966326456,0.0008275234475358028,0.8363191368542784,0.823865158136669,42
ORIG-BASE,0.0017458767528360413,0.7669466953340534,0.7492143786746879,0.0008540317694976932,0.7759980423004029,0.7589544150841293,0.0012999542611668673,0.7714723688172281,0.7540843968794086,43
PHYS-BASE,0.0017458767528360413,0.7669466953340534,0.7492143786746879,0.0008540317694976932,0.7759980423004029,0.7589544150841293,0.0012999542611668673,0.7714723688172281,0.7540843968794086,43
