alpha_fast,alpha_small,alpha_b,omega1,omega2,omega3,omega4,gamma_res,beta,gamma
0.3029930404931291,0.3582640281283634,0.073330973022144,0.5296390694409219,0.8234769221971747,0.2758787609956556,0.2662250707520533,0.5890156152055434,7.758085196540587e-28,0.09581243921958829
0.3084500282124739,0.43693241114153114,1.1799950479027271e-09,0.4552426366854965,0.7288082009442426,0.27753087765315243,0.32858921178550504,0.9194789363457452,9.999999999999331e-13,0.09602481204594618
0.2742016847902503,0.38335211655912593,4.421814801990116e-11,0.4642628118772395,0.7886332384630383,0.24728952444533261,0.2999604564463461,1.0760408557650878,4.451223016972903e-27,0.13220206067897897
0.3472926634229865,0.3262887526972449,1.0284460343912359e-10,0.5085113942768842,0.7830765969131358,0.28595090120284733,0.2996383381684973,0.7039487406208584,6.1959218254221474e-27,0.09010931320836371
0.2820531701387778,0.4595116687571932,2.1741765893105536e-11,0.46466898769740467,0.8275136140454339,0.21068794467458243,0.27105349702022,0.8935246403204715,1.0248097625197526e-28,0.10363320930958311
0.29383522503687115,0.43182584546104064,5.4675842615923676e-11,0.5053385561299577,0.8418322615817172,0.22071991702678756,0.2947088779961618,0.8416960802848604,9.999999999956337e-13,0.1561000486807407
0.26556516337961245,0.4836589421356946,0.006815944454547415,0.504311006435538,0.8610928615480006,0.20297555935168946,0.30420669624172014,0.8169089959674799,7.213207388557654e-27,0.11095645346258774
0.3252330794221416,0.4319584846162991,1.967006652744026e-11,0.48090435308671714,0.7848225819999972,0.24113752502160185,0.3117412278177035,0.7632097724130177,9.999999999999998e-13,0.10072745245493142
0.34010722170795815,0.4197092013892377,1.2306111541790023e-08,0.485751711244289,0.7644876923122689,0.2510801094699361,0.2867915207115785,0.6681187957918981,9.999043062788403e-13,0.10080123238788999
0.25466353911990336,0.4368428139703109,0.07159234546205782,0.4855054682466728,0.7918152364388156,0.19910090390128135,0.2640347057197527,0.9773610847821537,1.9062690818080002e-22,0.1709755119850527
0.2615666058324698,0.4314192900578548,1.8077543054708318e-11,0.5110288351986609,0.9008181892677892,0.20256574968682012,0.24446886274053167,0.9378022159924975,9.432295375271836e-30,0.1112576001337562
0.24936314161194778,0.4350535730740428,3.298779298997893e-11,0.43039139534032916,0.8456494813837674,0.23368843309518234,0.2751128490759328,1.3544481175973708,3.184922027038788e-24,0.12682683687863755
0.3117936457912274,0.3931919297477322,8.147577089461815e-12,0.5159209047379627,0.7924389474478113,0.2531945345203577,0.28151723033359355,0.7517857398042458,9.574686661578141e-22,0.14911455666055437
0.25161137464876987,0.48552344039137324,4.131040271693056e-09,0.42178145875322653,0.8874389978758116,0.17823478184968328,0.2849267455305257,1.4442865115372518,1.5231640637154252e-26,0.11527242977785916
0.2633666679396768,0.41999980984992347,5.094406934943317e-11,0.49017467795159475,0.7844256355634207,0.21087595628429553,0.26317682061342534,1.048887723414415,2.7498075798937355e-22,0.10090239008269782
0.28703596471484355,0.42321662460489823,1.1626744935046394e-10,0.4920260314891847,0.8400058557456388,0.24299133758696823,0.32185226623268876,0.8073656124021358,2.408035810058429e-21,0.14000723240772403
0.3660065740041632,0.3787593590785977,1.6070622454418873e-09,0.4740495885228591,0.7658835850005028,0.2729926658511894,0.33841273578189807,0.679978714297837,1.4468070336238049e-29,0.04517788560363573
0.3401654664356252,0.45561969246078915,1.562317258350617e-11,0.5051050045974663,0.7529402664213801,0.29119483744236047,0.31969181407331576,0.5597757062302082,2.455328399359851e-22,0.08042640339897045
0.3692368206395583,0.39630330212160003,2.0588273870539154e-11,0.5083272824043438,0.7579168774784735,0.3178747151026959,0.3194130711043058,0.5420741686352739,2.6084838149764092e-30,0.06316908862575371
0.33098815312985896,0.43386186182191816,7.279879166751069e-12,0.5360170105135529,0.8148376437461335,0.2835049068223363,0.32208641282444245,0.5776233660231757,5.356818108241907e-29,0.07804573639824619
0.32256852145530734,0.30440792627387575,0.08394499038767331,0.5164689698680169,0.7878764776189844,0.2908269998544505,0.29398400089382265,0.6481816122484282,4.070784950533318e-23,0.12376123166474766
0.3343857407812048,0.41012395991353284,4.9023275093127004e-11,0.5377744510916959,0.7378850726025141,0.2963865668715005,0.31098283966055756,0.4713529845797279,1.251665928895571e-25,0.08998617780667699
0.2771688249314625,0.4488998632912207,0.004646963932757882,0.4809697919208349,0.8196747571865576,0.22187146208688258,0.2606040616271598,0.9904960199552123,9.999999980364249e-13,0.14017530322256952
0.27592094463377875,0.5112660767408908,2.540731400174601e-09,0.48085881009446046,0.8067048097543418,0.2340135947986894,0.26584886002464636,0.8215800860873359,9.999999999999998e-13,0.09743947167601225
0.29377510016999764,0.37066665546503746,1.7106747682758932e-11,0.45916129166562486,0.8273194135479246,0.2272136819916309,0.29594295821439315,1.0670714408804038,1.9217711102597507e-31,0.11409553387048767
0.2742687050419862,0.3722248624617529,5.932413339266748e-07,0.4751074746561331,0.7822113232911132,0.2498788059186169,0.2551713858382768,0.8644368432347576,1.9726865817123735e-30,0.10371415375347419
0.3123786749495095,0.474285364959561,5.515993897738757e-10,0.4803424990257431,0.7284122304300371,0.2574006578841319,0.3249747339912158,0.7150871355868846,4.139645059094578e-21,0.09409733765905198
0.2725507144317235,0.4255302121002829,1.0025843036053004e-11,0.4994785337579028,0.8237381142467909,0.20391085716355933,0.2834850609898456,0.9479248107411024,4.756469736520476e-27,0.15625872619875136
