alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,beta
0.24006926362154773,0.4432562966248037,0.06529826106945852,0.8519036614526135,0.13362673711220402,7.589630343846136e-13,0.5560168142278262,4.386243357631937e-24
0.2733306438150633,0.5194729413389237,0.08754049314501088,0.8297525956972358,0.23844265708943388,8.95382799349934e-11,0.5428760656350646,4.693832026541963e-21
0.2501984129482454,0.4864732303890008,0.07151504796486872,0.8287189956680184,0.16853806832242046,8.474488356982747e-12,0.569046830686278,1.2283483392272745e-23
0.24913724626631026,0.4836496605714907,0.07784206655488923,0.8877374968544659,0.19708541590747572,0.020254896892771455,0.551396948816619,7.457306388253027e-28
0.24306654549733375,0.5676416311654007,0.08304909134461019,0.8685604263530009,0.14546330407590513,5.065794333333266e-13,0.6122981686910942,3.2427221929425703e-22
0.23033878341406855,0.5640408259529706,0.07592438817431367,0.8766238417655605,0.13894129351504822,1.4539930211834784e-12,0.5648628170382961,8.312375696574302e-21
0.3157464992169885,0.478497144144976,0.09202563836053704,0.8580930754089107,0.20197071133753566,0.1216837478780295,0.5072838075433711,9.026100156111872e-25
0.2363077396501104,0.5226727161327568,0.08199761558153582,0.8591256091911557,0.17132085803099587,2.7744681155041416e-12,0.5964802541276334,7.914069956300703e-23
0.26003096946679016,0.5272250273040351,0.09431559907710613,0.8656396177386756,0.23432089718624596,1.7065498944312022e-12,0.5916297896373658,1.2439894550111194e-24
0.2344033258893634,0.5131267645540123,0.09428023831489601,0.8819934146833002,0.15325193572590345,3.6724488150500765e-13,0.634691118809003,1.2046614383139847e-21
0.2467566447612758,0.5062426767167354,0.09153683004696911,0.8588305341043474,0.19597922930881026,1.5094234876106524e-10,0.583629164195517,1.1182429691222706e-18
0.23912214833609233,0.6059300633144041,0.09475393729188432,0.873064645961765,0.16530751507407224,2.3026569936009612e-11,0.611965486913269,7.897977516496755e-20
0.24771050095005032,0.5160503422728863,0.08920903746032709,0.8145972502884988,0.1752199017540955,4.596769924940358e-11,0.6390224457944402,2.5044827154304885e-21
0.23689208889500152,0.6216885122580178,0.09784218048880758,0.90956992819649,0.17480688971529967,7.319321581677073e-12,0.5409785480866972,2.553040533365593e-23
0.24061278053228916,0.5407963613203368,0.0776736314685202,0.8733325544141406,0.16909550330445067,1.4352344786933722e-10,0.5775483725139269,2.5617429497696545e-19
0.24499003312411652,0.5435775983896152,0.07704049229806076,0.894756178587999,0.2227951175062441,2.2781149792746746e-11,0.5399455372250147,1.3613590882730375e-25
0.2668691410347738,0.5779700905962296,0.09363258816101515,0.893994718685315,0.1891567168964907,4.164694436317039e-13,0.5297211000754226,6.873105674129018e-21
0.24368409385144063,0.602531434203153,0.0902700040076561,0.8729228187437833,0.13186448399299208,5.569085203272574e-11,0.6188221286656106,9.999906192096321e-13
0.24667864763473607,0.5153170269318214,0.08356760358702363,0.8885893272341152,0.16012691635375093,7.695849793071469e-13,0.598492439515293,2.5943634327616933e-25
0.23201292420453093,0.5664572715442088,0.0766434446409596,0.8900471801630944,0.11765216514593096,6.755785302162694e-13,0.5895752849847319,1.0636410684030145e-19
0.2492424892706281,0.562577339622806,0.0989931325186259,0.876112717144199,0.26503142429013216,0.02469088068178223,0.5804195272290426,4.929099853874304e-26
0.2958605526532192,0.4656768906038669,0.08509729355024401,0.8627740728994465,0.2373426792661855,0.07364108227156774,0.5578753208494719,3.894153094718735e-30
0.2439793152192632,0.5669739951253633,0.09052565784725335,0.9179133882813624,0.21955155784538077,5.077071936987958e-11,0.5847901320061395,2.1339993308616824e-35
0.2809045132330508,0.48437112728143733,0.08380773170890383,0.887798395953957,0.253827114651356,0.010745613181491755,0.5188732777235696,1.456096090669847e-29
0.26030463631885714,0.5657937531478678,0.07995388776573774,0.8415427763815286,0.27426793462933285,4.187654941468452e-11,0.5557069558574166,6.4555496342977765e-21
0.25300083317273786,0.49112141861386394,0.0860001408975248,0.8222892674293831,0.19603296205611345,1.657846476743615e-11,0.6335370351371035,1.4543306594053918e-21
0.26693575268835523,0.5086995070068268,0.10151198434657653,0.8759648927041339,0.23293469097527672,9.254354603917185e-13,0.5824981053177647,1.831249085179419e-24
0.2667064973371017,0.5027481606417347,0.08225373725128057,0.8589191745312544,0.1978821196270264,4.632203690929917e-10,0.5256826494465775,4.30562081573707e-22
0.3137473983639123,0.5731431567519057,0.1271795627914891,0.8303524163131137,0.29165365069509636,0.1073398790560673,0.5059637532482136,2.618607004518195e-26
0.2533822676867971,0.5387870044116367,0.10378280110999376,0.8525083774999118,0.19005938844800588,1.6697692133239245e-11,0.6301864011860132,6.919651125114307e-21
0.24448462718651576,0.5193858753032288,0.06744643430437594,0.8638330813175393,0.15751074445905797,3.659131451797119e-12,0.5820755988536205,2.037328827588937e-24
