alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,gamma_res,beta
0.24054953873340887,0.5286485664773681,0.07514649063727712,0.8349970267835284,0.1593294496537147,9.000000011238385e-09,0.5733391785778681,0.19002596159053511,5.724422145938636e-12
0.24571958918829817,0.5369739988608964,0.07605982254930388,0.8654211739569667,0.21744460543852173,0.0009999999997374282,0.5373637536971456,0.14315598758399212,1.866674683239342e-12
0.2656132843353131,0.5670474083406273,0.09125688043447894,0.8460635670163629,0.17923833212166254,9.00000000000471e-09,0.524428992308233,0.25156114200411217,2.192370472933133e-10
0.24306512882826117,0.6117235989904335,0.08885040997332055,0.8255500700198332,0.1192029242065404,9.000000000000001e-09,0.6152141542934159,0.25459268851626066,0.010103020555495433
0.24709921676257754,0.5109275892470585,0.08253259720016441,0.8717637117090429,0.15600610090736583,9.000000000019693e-09,0.5965547874126887,0.07844921730519565,7.179082630320944e-16
0.23160350144196923,0.5563925783468041,0.07481844244623538,0.8537633349574979,0.1077704862887358,9.000000000002453e-09,0.5859513902891376,0.17559756968526843,2.2210524389825877e-09
0.24016419397244634,0.5474877484567469,0.09282159906136686,0.8397772642487362,0.24516045942396844,0.0009999999999999998,0.579501527752246,0.2252360061629478,4.722990263335163e-14
0.26650291526217273,0.46841009934371486,0.07489332946075904,0.8802326723261932,0.20819513240883644,0.0009999999999999998,0.5640750655675559,0.07093940338703311,2.2010372246206468e-21
0.24374313589389868,0.5630045074153363,0.08905112665169918,0.884000453891198,0.21053228918254263,0.0009999999999999998,0.5811069584654349,0.16446498631759215,1.0029830980048225e-11
0.27660528512311683,0.48023529220376726,0.08075299702516422,0.862824514598766,0.2448670514955434,0.0009999999999999987,0.5166717608646939,0.14014783359753588,4.1934899620586637e-16
0.2605418887460345,0.5590289802034245,0.0785456882266878,0.8084456762291066,0.27048457996265046,9.000000000000516e-09,0.5525177972735184,0.15250114447660443,1.0725936533837505e-11
0.25193308536089054,0.4814202102219197,0.08417441319364627,0.7754462824393591,0.18668781204753027,9.000000006031274e-09,0.6301503916798308,0.25031150411757147,1.0948528152868836e-09
0.26635813119291574,0.4981898544061168,0.09998787541562415,0.8307688942606217,0.22738205436242825,0.0009999999999739772,0.5786636988893882,0.21466369729007262,7.415176819960999e-13
0.2669248131510403,0.4926804750323667,0.07977922577502682,0.8129445379261508,0.1869144595835911,0.0009999999998770736,0.5212216462437014,0.24723499089980505,2.92672118139248e-11
0.2684209407838524,0.5783455178753867,0.10386313831962245,0.8463893769868804,0.25768910307496085,0.000999999999999998,0.5143010824457295,0.1483341711725195,2.625154896785692e-11
0.25345812134019147,0.5332705530370474,0.10228734925101944,0.827949037652266,0.18424584661239135,9.000000000000001e-09,0.6269068289766803,0.13027696247268844,3.191230659539431e-10
0.24498243543191733,0.5177666072881243,0.06670645328361453,0.8436596088059659,0.15273453300028494,9.00001249753877e-09,0.5794828300431994,0.10045994421474375,8.698121229336306e-11
