alpha_fast,alpha_small,omega1,omega2,omega3,omega4,beta,gamma
0.23535284650384994,0.37102087520021804,0.8393939912586941,0.2102563579757105,3.6330569161390516e-11,0.5572249943130783,1.5194874112812905e-22,0.22270087611411837
0.255176773190841,0.3224799987436357,0.8834178080430217,0.20379758974380754,0.08188390184509779,0.5467285914399358,9.899306581914419e-20,0.2755910336237741
0.23272483800585544,0.34994606327856576,0.8705944387403382,0.20234793854365304,3.967097336757489e-10,0.5544567491490303,4.530349289246317e-24,0.29066517231432576
0.25338780509826264,0.3423140012480351,0.8635041941164606,0.3145974658868643,5.5531496506338345e-11,0.534147918415303,1.4273043100206807e-20,0.29506840891164104
0.2270349053093258,0.33561127996463597,0.8697376773758753,0.2331609017673197,2.8785245221883832e-11,0.5930969858521759,2.6404466930921414e-21,0.30236545465089526
0.21015382325486112,0.2986345177386191,0.8830792167653091,0.15482558302493504,2.478135362920766e-09,0.6225160106629433,3.0437789324464882e-18,0.284326235900067
0.2854763556521795,0.30459987955745527,0.8645480620105019,0.23624053293744948,0.11480575786106968,0.5357516941833766,5.3778220806284575e-28,0.1944279700118364
0.23394791519911498,0.3191496084798357,0.8511564714753095,0.17543695736725184,3.31987723549968e-11,0.561308646888163,1.113110092994721e-30,0.17376352521985072
0.2432310556187918,0.34445525029586166,0.8679991500814,0.2219533555041606,0.028528570059179553,0.5765165471238183,1.1199355661215127e-30,0.2576401142468726
0.2327207284214669,0.3313335901026447,0.8523883830971909,0.19306265973963346,6.540770043811805e-12,0.5903826912305445,5.1200997049225395e-20,0.32551595496494456
0.2375577871387169,0.35021563575119224,0.85778346862849,0.20631198562152014,2.5056642968868097e-12,0.5490532106092106,8.327323520460274e-24,0.25475074943980786
0.22170007981620063,0.31689039237260175,0.8848457569893442,0.2001631363943451,7.538109668104633e-10,0.5846309764027532,3.0616110735768427e-22,0.20900161774135817
0.225343641013986,0.3281100215541511,0.8726113377817356,0.17245934780487218,1.5430366542610145e-06,0.5945293169790081,9.612874034618224e-19,0.24865164891808983
0.25094184847163753,0.3344973148030798,0.8671811350437344,0.22041466805738807,2.4411013059540156e-11,0.5606489292499497,6.960114044143802e-21,0.2669650428493873
0.25641323643968084,0.340763914790385,0.8636157525169135,0.2637262578469574,3.930051767310139e-09,0.546183399722916,7.447319627695163e-21,0.28534366096863584
0.22240996353365422,0.34835057228207833,0.8633263357081669,0.16859364571939764,5.989594976761945e-10,0.5737544671219111,9.999997801738332e-13,0.32212656578123994
0.23086132236518775,0.37368160759784214,0.8461878222292653,0.1920756206526614,2.9662446333182154e-17,0.5610766921217659,4.156877467658512e-23,0.24104814939136096
0.23020308025863562,0.3034687883241936,0.8699301936714727,0.12146271880691757,2.9657583505536483e-12,0.590059080094009,8.2182005822019675e-25,0.18760390371774577
0.23866965694218598,0.2997034551190563,0.8764654046486169,0.21395056331078502,2.0934738853005586e-10,0.5358867670594878,2.6297726796159523e-22,0.23057839764569418
